,name,lookup_value
15720,SERENOA REPENS(SERENOA REPENS),Serenoa repens
15721,SERENOA REPENS/SERENOA REPENS EXTRACT/SERENOA REPENS FRUIT/SERENOA REPENS FRUIT EXTRACT,Serenoa repens
15722,"SPASMO-URGENIN [ECHINACEA ANGUSTIFOLIA,SERENOA REPENS EXTRACT,TROS",Serenoa repens
15723,STROGEN UNO (SERENOA REPENS EXTRACT),Serenoa repens
15724,TALSO UNO(SERENOA REPENS EXTRACT),Serenoa repens
15725,URGENIN (SERENOA REPENS EXTRACT) (DROPS) (SERENOA REPENS EXTRACT),Serenoa repens
15726,ESSIAC TEA (ARCTIUM/RHUBARB/RUMEX ACETOSELLA/SLIPPERY ELM),Ulmus rubra
15727,NOW SLIPPERY ELM,Ulmus rubra
15728,SLIPPERY ELM,Ulmus rubra
15729,SLIPPERY ELM ROOT,Ulmus rubra
15730,SLIPPERY ELM TEA,Ulmus rubra
15731,SLIPPERY ELM ULMS RUBRA,Ulmus rubra
15732,THROAT COAT. SLIPPERY ELM LOZENGES,Ulmus rubra
15733,ULMUS RUBRA,Ulmus rubra
15734,ULMUS RUBRA WHOLE,Ulmus rubra
15735,FREEZ-DRIED STINGING NETTLES,Urtica dioica
15736,GNC STINGING NETTLE,Urtica dioica
15737,STINGING NETTLE,Urtica dioica
15738,STINGING NETTLE LEAF,Urtica dioica
15739,STINGING NETTLE ROOT,Urtica dioica
15740,STINGING NETTLES,Urtica dioica
15741,STINGING NETTLE TEA,Urtica dioica
15742,GOLD/HOMEOPATHICS/HYPERICUM PERFORATUM/POTASSIUM PHOSPHATE DIBASIC/SEL,Hypericum perforatum
15743,HERBAL MIXTURE CONTAINING HYPERICUM PERFORATUM + PASSIFLORA INCARNATA,Hypericum perforatum
15744,"HOMEOPATHIC SCIATICA (ARNICA MONTANA, HYPERICUM PERFORATUM, GNAPHALIUM DIOTCUMN, KALI IDOATUM, MAGNESIA PHOSPHORICA, RHUS TOXICODENDRON)",Hypericum perforatum
15745,HYPERICUM (HYPERICUM PERFORATUM/01166801/),Hypericum perforatum
15746,HYPERICUM PERFORATION (HYPERICUM PERFORATUM /01166801/),Hypericum perforatum
15747,HYPERICUM PERFORATUM,Hypericum perforatum
15748,HYPERICUM PERFORATUM HERB,Hypericum perforatum
15749,HYPERICUM PERFORATUM (HYPERCIUM PERFORATUM),Hypericum perforatum
15750,HYPERICUM PERFORATUM              (HYPERICUM PERFORATUM),Hypericum perforatum
15751,HYPERICUM PERFORATUM            (HYPERICUM PERFORATUM),Hypericum perforatum
15752,HYPERICUM PERFORATUM (HYPERICUM PERFORATUM),Hypericum perforatum
15753,HYPERICUM PERFORATUM/HYPERICUM PERFORATUM DRY EXTRA/HYPERICUM PERFORATUM EXTRACT/HYPERICUM PERFORATU,Hypericum perforatum
15754,HYPERICUM PERFORATUM (NGX) (HYPERICUM PERFORATUM),Hypericum perforatum
15755,HYPERICUM PERFORATUM (NGX) (HYPERICUM PERFORATUM),Hypericum perforatum
15756,HYPERICUM PERFORATUM / ST JOHN'S WORT (EPS 112),Hypericum perforatum
15757,HYPERNICUM PERFORATUM (HYPERICUM PERFORATUM),Hypericum perforatum
15758,JARSIN [HYPERICUM PERFORATUM EXTRACT],Hypericum perforatum
15759,JARSIN//HYPERICUM PERFORATUM EXTRACT,Hypericum perforatum
15760,LAIF 900 (HYPERICUM PERFORATUM),Hypericum perforatum
15761,LAIF (HYPERICUM PERFORATUM),Hypericum perforatum
15762,MOVINA (HYPERICUM PERFORATUM),Hypericum perforatum
15763,ST JOHN'S WART (HYPERICUM PERFORATUM),Hypericum perforatum
15764,ST JOHNS WART (HYPERICUM PERFORATUM),Hypericum perforatum
15765,ST. JOHN'S WART (HYPERICUM PERFORATUM),Hypericum perforatum
15766,ST. JOHNS WART (HYPERICUM PERFORATUM),Hypericum perforatum
15767,ST. JOHN'S WORK (HYPERICUM PERFORATUM),Hypericum perforatum
15768,ST. JOHN'S WORT ^HERRON^ (HYPERICUM PERFORATUM),Hypericum perforatum
15769,ST JOHN'S WORT () HYPERICUM PERFORATUM,Hypericum perforatum
15770,ST JOHN'S WORT (HYPERICUM PERFORATUM),Hypericum perforatum
15771,ST JOHNS WORT (HYPERICUM PERFORATUM),Hypericum perforatum
15772,"ST. JOHN'S WORT (HYPERICUM PERFORATUM,)",Hypericum perforatum
15773,ST. JOHN'S WORT (HYPERICUM PERFORATUM),Hypericum perforatum
15774,ST. JOHNS WORT (HYPERICUM PERFORATUM),Hypericum perforatum
15775,"ST. JOHN'S WORT (HYPERICUM PERFORATUM) (333 MILLIGRAM, CAPSULES) (HYPE",Hypericum perforatum
15776,ST. JOHN'S WORT (HYPERICUM PERFORATUM) (UNKNOWN),Hypericum perforatum
15777,ST JOHN WORT (HYPERICUM PERFORATUM),Hypericum perforatum
15778,HIGH OF ST. JOHN'S WORT,Hypericum perforatum
15779,HYPERICUM (ST. JOHN'S WORT),Hypericum perforatum
15780,"PROSTAID PLUS (FLAX, SAW PALMETTO, ST. JOHN'S WORT, ELDER, CALENDULA",Hypericum perforatum
15781,ST. JOHN'S WORT,Hypericum perforatum
15782,ST. JOHN'S WORT                    /01166801/,Hypericum perforatum
15783,ST. JOHN'S WORT /01166801/,Hypericum perforatum
15784,ST. JOHN'S WORT 300,Hypericum perforatum
15785,ST. JOHN'S WORT 300 GARDEN STATE NUTRITIONALS,Hypericum perforatum
15786,ST. JOHN'S WORT (CENTRUM HERBALS ST JOHNS WORT),Hypericum perforatum
15787,ST. JOHN'S WORTH,Hypericum perforatum
15788,ST. JOHN'S WORT PELLETS,Hypericum perforatum
15789,ST. JOHN'S WORT  (ST. JOHN'S WORT),Hypericum perforatum
15790,ST. JOHN'S WORT (ST. JOHN^S WORT),Hypericum perforatum
15791,ST. JOHN'S WORT (ST. JOHN'S WORT),Hypericum perforatum
15792,ANGELICA AND BITTER CANDYTUFT AND CARAWAY AND CELANDINE AND CHAMOMILE,Chelidonium majus
15793,"BREATH FREE (ANGELICA, BUCKTHORN, CELANDINE, ROSEMARY, CENTUARY, SPEEDWELL, WILD PLUM)",Chelidonium majus
15794,CELANDINE,Chelidonium majus
15795,CELANDINE EXTRACT,Chelidonium majus
15796,"ALOE FEROX EXTRACT, CHELIDONINE, CURCUMA LONGA RHIZOME, PANCREATIN, SI",Chelidonium majus
15797,CHELIDONINE,Chelidonium majus
15798,CHELIDONINE (CHELIDONINE),Chelidonium majus
15799,ESSAVEN [AESCULUS HIPPOCASTANUM EXTRACT;CHELIDONINE;CRATAEGUS LAEVIGAT,Chelidonium majus
15800,CHELIDONIUM MAJUS,Chelidonium majus
15801,CHELIDONIUM MAJUS 2X,Chelidonium majus
15802,CHELIDONIUM MAJUS/CHELIDONIUM MAJUS EXTRACT,Chelidonium majus
15803,"CHELIDONIUM MAJUS\CONDURANGO\ECHINACEA, UNSPECIFIED\LYCOPODIUM CLAVATUM SPORE",Chelidonium majus
15804,"CHOLAGOGUM (CHOLAGOGUM - CHELIDONIUM MAJUS EXTRACT, CURCUMA LONGA RHIZOME, MENTHA X PIPERITA TINCTURE, SPINACIA ) (NOT SPECIFIED)",Chelidonium majus
15805,ANGELICA SINENSIS,Angelica sinensis
15806,"CHINESE LOVAGE AND CHINESE PEONY AND DONG QUAI AND REHMANNIA, COOKED",Angelica sinensis
15807,DONG QUAI,Angelica sinensis
15808,DONG QUAI                          /01667701/,Angelica sinensis
15809,DONG QUAI COMPLEX,Angelica sinensis
15810,"DONG QUAI COMPLEX (ANGELICA ACUTILOBA, ANGELICA ARCHANGELICA ROOT, ANG",Angelica sinensis
15811,DONG QUAI ROOT,Angelica sinensis
15812,"ADRENAL HEALTH (BRAND) = (SIBERIAN RHODIOLA, RHODIOLA, HOLY BASIL, SCHISANDRA BERRY, ASHWAGANDHA ROOT) PHOSPHORYLATED SERINE",Ocimum tenuiflorum
15813,HOLY BASIL,Ocimum tenuiflorum
15814,HOLY BASIL (HERBAL),Ocimum tenuiflorum
15815,HOLY BASIL HERBAL TEAS,Ocimum tenuiflorum
15816,HOLY BASIL SAM-E,Ocimum tenuiflorum
15817,HOLY BASIL SUPPLEMENTS,Ocimum tenuiflorum
15818,HOLY BASIL/TULSI,Ocimum tenuiflorum
15819,LEMON BALM + HOLY BASIL,Ocimum tenuiflorum
15820,TULSI,Ocimum tenuiflorum
15821,TULSI                              /06600001/,Ocimum tenuiflorum
15822,BALLOTA NIGRA EXTRACT/COLA NITIDA/COLA NITIDA LEAF/CRATAEGUS LAEVIGATA EXTRACT/PASSIFLORA INCARNATA,Crataegus laevigata
15823,CONVALLARIA MAJALIS\CRATAEGUS LAEVIGATA LEAF\PROXYPHYLLINE,Crataegus laevigata
15824,CONVALLARIA MAJALIS/CRATAEGUS LAEVIGATA/PROXYPHYLLINE,Crataegus laevigata
15825,CONVALLARIA MAJALIS W/CRATAEGUS LAEVIGATA/PRO,Crataegus laevigata
15826,CRATAEGUS LAEVIGATA,Crataegus laevigata
15827,CRATAEGUS LAEVIGATA (CRATAEGUS LAEVIGATA),Crataegus laevigata
15828,CRATAEGUS LAEVIGATA/PROXYPHYLLINE/CONVALLARIA MAJALIS,Crataegus laevigata
15829,CRATAEGUTT (CRATAEGUS LAEVITGATA) (CRATAEGUS LAEVIGATA),Crataegus laevigata
15830,CRATAEGUTT NOVO 450 (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata
15831,CRATAEUGUTT (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata
15832,EUPHYTOSE [BALLOTA NIGRA;CRATAEGUS LAEVIGATA;,Crataegus laevigata
15833,"EUPHYTOSE (TABLET) (VALERIANA OFFICINALIS EXTRACT, CRATAEGUS LAEVIGATA",Crataegus laevigata
15834,FAROS (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata
15835,FAROS [CRATAEGUS LAEVIGATA EXTRACT],Crataegus laevigata
15836,"HAWTHORN BERRY (CRATAEGUS LAEVIGATA, CRATAEGUS OXYACANTHA)",Crataegus laevigata
15837,HAWTHORN [CRATAEGUS LAEVIGATA],Crataegus laevigata
15838,"KANEURON (PHENIBARBITAL, CAFFEINE, CRATAEGUS LAEVIGATA EXTRACT, PASSIF",Crataegus laevigata
15839,KORODIN [CAMPHOR;CONVALLARIA MAJALIS TINCTURE;CRATAEGUS LAEVIGATA EXTR,Crataegus laevigata
15840,"OMEGA /AUT/(PROXYPHYLLINE, CRATAEGUS LAEVIGATA, CONVALLARIA MAJALIS)",Crataegus laevigata
15841,"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXPHYLLINE)",Crataegus laevigata
15842,"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHEYLLINE)",Crataegus laevigata
15843,"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLINE)",Crataegus laevigata
15844,"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata
15845,"OMEGA [CONVALLARIA MAJALIS,CRATAEGUS LAEVIGATA,PROXYPHYLLINE]",Crataegus laevigata
15846,OMEGA [CONVALLARIA MAJALIS;CRATAEGUS LAEVIGATA;PROXYPHYLLINE],Crataegus laevigata
15847,"OMEGA (CONVALLARIA MAJLIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata
15848,"PRO-OMEGA (PROXYPHYLLINE, CRATAEGUS LAEVIGATA, CONVALLARIA MAJALIS)",Crataegus laevigata
15849,"VAGOSTABYL (CALCIUM LACTATE, CRATAEGUS LAEVIGATA, MELISSA OFFICINALIS",Crataegus laevigata
15850,VALERIANA OFFICINALIS EXTRACT AND CRATAEGUS LAEVIGATA EXTRACT AND BALL,Crataegus laevigata
15851,DEVIL'S CLAW,Harpagophytum procumbens
15852,DEVIL'S CLAW                       /01064501/,Harpagophytum procumbens
15853,DEVIL'S CLAW,Harpagophytum procumbens
15854,DEVIL'S CLAW (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens
15855,DEVIL'S CLAW [HARPAGOPHYTUM PROCUMBENS],Harpagophytum procumbens
15856,DEVIL'S CLAW [HARPAGOPHYTUM PROCUMBENS ROOT],Harpagophytum procumbens
15857,DEVIL'S CLAW ROOT,Harpagophytum procumbens
15858,HARPAGOPHYUM PROCUMBENS (DEVIL'S CLAW),Harpagophytum procumbens
15859,COPPER/GLYCINE MAX/HARPAGOPHYTUM PROCUMBENS/LYSINE/MANGANESE/PANTOTHEN,Harpagophytum procumbens
15860,DEVILS CLAW (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens
15861,GREEN-LIPPED MUSSEL (HARPAGOPHYTUM PROCUMBENS W/HERBAL EXTRACT NOS),Harpagophytum procumbens
15862,HARPAGESIC (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens
15863,HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens
15864,HARPAGOPHYTUM PROCUMBENS EXTRACT,Harpagophytum procumbens
15865,HARPAGOPHYTUM PROCUMBENS (HARPAGOPHTUIM PROCUMBENS),Harpagophytum procumbens
15866,HARPAGOPHYTUM PROCUMBENS  (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens
15867,HARPAGOPHYTUM PROCUMBENS (NGX),Harpagophytum procumbens
15868,HARPAGOPHYTUM PROCUMBENS ROOT,Harpagophytum procumbens
15869,HARPAGOPHYTUM PRTOCUMBENS (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens
15870,ASHWAGANDA,Withania somnifera
15871,INDIAN GINSENG,Withania somnifera
15872,ASHAAGHANDA,Withania somnifera
15873,ASHAWAGANDA,Withania somnifera
15874,ASHUAGANDA,Withania somnifera
15875,ASHWAGAN,Withania somnifera
15876,ASH WAGANDA,Withania somnifera
15877,ASHWAGHANDA,Withania somnifera
15878,ASHWAGNANDHA,Withania somnifera
15879,ASHWANDA,Withania somnifera
15880,ASJWAGAMDA,Withania somnifera
15881,ASWAGANDA,Withania somnifera
15882,ASHWAGANDA HERB,Withania somnifera
15883,ASHWAGANDA ROOT,Withania somnifera
15884,ASHWAGANDHA ROOT,Withania somnifera
15885,ASHGWANDA,Withania somnifera
15886,ASHWANAGHANDA,Withania somnifera
15887,ASHWANGDHA,Withania somnifera
15888,AUHWANGA,Withania somnifera
15889,ASHGAWANDA ROOT,Withania somnifera
15890,ASHWAGHANDO ROOT,Withania somnifera
15891,BUTCHER'SBROOM,Ruscus aculeatus
15892,BUTCHERS BROOM,Ruscus aculeatus
15893,CAF'S CLAW,Uncaria tomentosa
15894,CATSCLAW,Uncaria tomentosa
15895,CATS CLAW,Uncaria tomentosa
15896,CAT CLAW,Uncaria tomentosa
15897,CAT CLAW HERB,Uncaria tomentosa
15898,CATS CLAW BARK,Uncaria tomentosa
15899,UNA DE GATO HERB,Uncaria tomentosa
15900,CASSIA,Cinnamomum verum
15901,CASSIA (CINNAMON),Cinnamomum verum
15902,CINAMMOMUM VERUM,Cinnamomum verum
15903,CIMMAMON,Cinnamomum verum
15904,CIMNAMON,Cinnamomum verum
15905,CINAIMON,Cinnamomum verum
15906,CINAMIN,Cinnamomum verum
15907,CINAMMN,Cinnamomum verum
15908,CINAMMON,Cinnamomum verum
15909,CINAMON,Cinnamomum verum
15910,CINMMON,Cinnamomum verum
15911,CINNAMIN,Cinnamomum verum
15912,CINNAMINT,Cinnamomum verum
15913,CINNAMMON,Cinnamomum verum
15914,CINNAMO,Cinnamomum verum
15915,CINNAMOM,Cinnamomum verum
15916,CINNAOMIN,Cinnamomum verum
15917,CINNEMIN,Cinnamomum verum
15918,CINNEMON,Cinnamomum verum
15919,CINNIMAN,Cinnamomum verum
15920,CINNIMON,Cinnamomum verum
15921,CINNIMOV,Cinnamomum verum
15922,CINNMON,Cinnamomum verum
15923,CINNNAMON,Cinnamomum verum
15924,CINNOMON,Cinnamomum verum
15925,CNNAMON,Cinnamomum verum
15926,CONNAMON,Cinnamomum verum
15927,CINNAMOMUM CAMPHORA,Cinnamomum verum
15928,CINNAMOMUM SPP.,Cinnamomum verum
15929,TRIGONELLA FOENUM-GRAECUM,Trigonelfa foenum
15930,FENEGREEK,Trigonelfa foenum
15931,FENOGREAK,Trigonelfa foenum
15932,FENUGREC,Trigonelfa foenum
15933,FENUGRENE,Trigonelfa foenum
15934,SENUGREEK,Trigonelfa foenum
15935,TRIGONELLA FOENUM-GRACEUM,Trigonelfa foenum
15936,TRIGONELLA FOENUM?GRAECUM,Trigonelfa foenum
15937,CHRYSANTHEMUM PARTHENIUM,Tanacetum parthenium
15938,FEVER FEW,Tanacetum parthenium
15939,FALX SEED,Linum usitatissimum
15940,FAXSEED,Linum usitatissimum
15941,FAX SEED,Linum usitatissimum
15942,FLAK SEED,Linum usitatissimum
15943,FLATSEED,Linum usitatissimum
15944,FLEX SEED,Linum usitatissimum
15945,FLAXCED,Linum usitatissimum
15946,GINSEND,Linum usitatissimum
15947,LINESEED,Linum usitatissimum
15948,LINEUM USITATISSIMUM,Linum usitatissimum
15949,LINUM USITASSIMUM,Linum usitatissimum
15950,FLAXOL,Linum usitatissimum
15951,GINEC,Zingiber officinale
15952,GINER,Zingiber officinale
15953,ZINGIBER OFFICINALIS,Zingiber officinale
15954,CAMELIA SINENSIS,Camellia sinensis
15955,BLACK TEA,Camellia sinensis
15956,GREEN TEA,Camellia sinensis
15957,GLORANA,Paullinia cupana
15958,CANNABIS INDICA,Cannabis sativa
15959,CANNABIS SATIVA,Cannabis sativa
15960,HASHISH,Cannabis sativa
15961,POT,Cannabis sativa
15962,MARAJUANA,Cannabis sativa
15963,MARIHUANA,Cannabis sativa
15964,MARIIJUANA,Cannabis sativa
15965,MARIJANA,Cannabis sativa
15966,MARIJAUNA,Cannabis sativa
15967,MARIJUA,Cannabis sativa
15968,MARIJUANNA,Cannabis sativa
15969,MARIJUNA,Cannabis sativa
15970,MARIJUNAN,Cannabis sativa
15971,MARJUANA,Cannabis sativa
15972,CANNABIS BEDICA OLIE,Cannabis sativa
15973,"CANNABIS, INDICA",Cannabis sativa
15974,CANNABIS INDICA SMOKE,Cannabis sativa
15975,CANNABIS SATIVA FLOWER,Cannabis sativa
15976,CANNABIS SATIVA,Cannabis sativa
15977,CANNABIS SATIVA SUBSP. INDICA TOP,Cannabis sativa
15978,CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,Cannabis sativa
15979,CANNABIS SATIVA EXTRACT,Cannabis sativa
15980,CANNABINIODS,Cannabis sativa
15981,CANNABIOL,Cannabis sativa
15982,CANNIBAL,Cannabis sativa
15983,CANNIBIDIOL,Cannabis sativa
15984,CANNIBIS,Cannabis sativa
15985,CANNIMED,Cannabis sativa
15986,CBD EXTRACT,Cannabis sativa
15987,HEMPWORX,Cannabis sativa
15988,"MARIJUANA, N.O.S",Cannabis sativa
15989,CANABIS,Cannabis sativa
15990,CANNABIS BEDICA,Cannabis sativa
15991,CANNABIS LOTIONS,Cannabis sativa
15992,CANNABIS RESIN,Cannabis sativa
15993,CANNABIS SMOKING,Cannabis sativa
15994,CANNABIS,Cannabis sativa
15995,CANNABIS TEA,Cannabis sativa
15996,CANNABIS VAPING,Cannabis sativa
15997,AESCULUS HIPPOCASTANUM,Aesculus hippocastanum
15998,HORSECHESNUT,Aesculus hippocastanum
15999,HORSECHESTNUT,Aesculus hippocastanum
16000,AESCULUS HIPPOCASTANUS,Aesculus hippocastanum
16001,AESCULUS HIPPOCATANUM,Aesculus hippocastanum
16002,HORSE CHESTINE,Aesculus hippocastanum
16003,HORSE CHESTIN,Aesculus hippocastanum
16004,CURCUM EVAIL,Curcuma zedoaria
16005,TARAXACUM OFFICINALE,Taraxacum officinale
16006,DABDELION,Taraxacum officinale
16007,DANDALION ROOT,Taraxacum officinale
16008,DANDILION ROOT,Taraxacum officinale
16009,TARAXACUM OFFICINALE 2X,Taraxacum officinale
16010,TARAXACUM OFFICINALIS,Taraxacum officinale
16011,TARAXACUM?OFFICINALIS,Taraxacum officinale
16012,LEPIDIUM MEYENI I,Lepidium meyenii
16013,LIPEDIUM MEYENII,Lepidium meyenii
16014,GYMNEMA,Gymnema sylvestre
16015,GYMNEMA SYLVESTER,Gymnema sylvestre
16016,GYMNEMA SYLVESTRA,Gymnema sylvestre
16017,MORINAGA,Moringa oleifera
16018,MERINGA OLIFERA,Moringa oleifera
16019,HORSERADISH,Moringa oleifera
16020,HORSE-RADISH,Moringa oleifera
16021,HORSERADISH.,Moringa oleifera
16022,MORINGA TEA,Moringa oleifera
16023,BURBOCK ROOT,Arctium lappa
16024,BURDICK WOOD,Arctium lappa
16032,ECHINACEA COMPLEX,Echinacea purpurea
16033,ECHINACEA FORMULA,Echinacea purpurea
16034,ECHINACEA FORTE,Echinacea purpurea
16035,ECHINACEA PLUS,Echinacea purpurea
16036,ECHINACEA PRN,Echinacea purpurea
16037,ECHINACEA 3000,Echinacea purpurea
16038,ECHINACEA 6300,Echinacea purpurea
16039,ECHINACEAE,Echinacea purpurea
16040,ECHINACEA GOLDEN,Echinacea purpurea
16041,ECHINACEA HERB,Echinacea purpurea
16042,ECHINACEA SPP,Echinacea purpurea
16043,ECHINACEA SPP.,Echinacea purpurea
16044,ECHINACEA,Echinacea purpurea
16045,RIESHI,Ganoderma lucidum
16046,GANODERMA LUCIDUM SPORE,Ganoderma lucidum
16047,LING ZHI  LUNG,Ganoderma lucidum
16048,RHODILA,Rhodiola rosea
16049,RODIOLA,Rhodiola rosea
16050,RHODEOLA ROSEA,Rhodiola rosea
16051,RHODIALIA ROSEA,Rhodiola rosea
16052,RODHIOLA ROSEA,Rhodiola rosea
16053,SERENOA SERRULATA,Serenoa repens
16054,SAL PALMENTO,Serenoa repens
16055,SAL PALMETO,Serenoa repens
16056,SAL PALMETTO,Serenoa repens
16057,SALT PALMETTO,Serenoa repens
16058,SAN PALMETTO,Serenoa repens
16059,SAU PALMETTO,Serenoa repens
16060,SAW PALAMETTO,Serenoa repens
16061,SAW PALLMETTO,Serenoa repens
16062,SAW PALMEMTTO,Serenoa repens
16063,SAW PALMENTO,Serenoa repens
16064,SAWPALMENTTO,Serenoa repens
16065,SAW PALMETA,Serenoa repens
16066,SAW PALMETIO,Serenoa repens
16067,SAW PALMETO,Serenoa repens
16068,SAW PALMETTA,Serenoa repens
16069,SAWPALMETTO,Serenoa repens
16070,SAW  PALMETTO,Serenoa repens
16071,SAW-PALMETTO,Serenoa repens
16072,SAW PALMETTTO,Serenoa repens
16073,SAW PALMOTTO,Serenoa repens
16074,SAW PAMETTO,Serenoa repens
16075,SAW PAWMENTO,Serenoa repens
16076,SAW PAWMETTO,Serenoa repens
16077,SAW PELMETTO,Serenoa repens
16078,SAW PLAMETTO,Serenoa repens
16079,SAWTALMETTO,Serenoa repens
16080,SOW PALMETTO,Serenoa repens
16081,SERENOA REPANS,Serenoa repens
16082,SERENOAREPENS,Serenoa repens
16083,PALMETTO,Serenoa repens
16084,RAW PALLEMTO,Serenoa repens
16085,SALPALMETO,Serenoa repens
16086,SALPAMENTO,Serenoa repens
16087,SALPOLMENTO,Serenoa repens
16088,SALS PALMETO,Serenoa repens
16089,SALT PALMETO,Serenoa repens
16090,SAW PALEMTTOI,Serenoa repens
16091,SAW PALME,Serenoa repens
16092,SAW PAMELLA,Serenoa repens
16093,SAWPAMELTTO,Serenoa repens
16094,SAW PLAMETO,Serenoa repens
16095,SOL PALMETO,Serenoa repens
16096,SOLPALMETTO,Serenoa repens
16097,SAL PALMETO OTC,Serenoa repens
16098,SAL PALMETTO COMPLEX,Serenoa repens
16099,SAW PALMETTO COMPLETE,Serenoa repens
16100,SAW PAMETTO EXTRA,Serenoa repens
16101,STAINGING NETTLE,Urtica dioica
16102,STING NETTLE,Urtica dioica
16103,CHELIDONIUM,Chelidonium majus
16104,CHELIDONIUM EXTRACT,Chelidonium majus
16105,DONGQUAI,Angelica sinensis
16106,DON QUAI,Angelica sinensis
16107,DONYQUAI,Angelica sinensis
16108,HAWTHERN,Crataegus laevigata
16109,HAWTHORNE,Crataegus laevigata
16110,HOWTHORN,Crataegus laevigata
16111,CRAT (CRATAGUS LAEVIGATA),Crataegus laevigata
16112,DEVIL CLAW,Harpagophytum procumbens
16113,DEVIL'S CLA,Harpagophytum procumbens
16114,DEVILS CLAE,Harpagophytum procumbens
16115,DEVILS CLAW,Harpagophytum procumbens
16116,DEVILS CLAW PWDR,Harpagophytum procumbens
16117,DEVILS CLAW ROOT,Harpagophytum procumbens
16118,HARPAGOPHYTUM,Harpagophytum procumbens
16137,BEETROOT,Beta vulgaris
16138,BEET ROOT,Beta vulgaris
16139,BETA VULGARIS WHOLE.,Beta vulgaris
16140,TIAN CE,Beta vulgaris
16141,BEET JUICE,Beta vulgaris
16142,BEET,Beta vulgaris
16143,BETA VULGARISM 2X,Beta vulgaris
16144,BALCK COHOSH,Actaea racemosa
16145,BLACH COHOSH,Actaea racemosa
16146,BLACK CHSH,Actaea racemosa
16147,BLACK COHASH,Actaea racemosa
16148,BLACK CO HASH,Actaea racemosa
16149,BLACK COHESH,Actaea racemosa
16150,BLACK COHOCH,Actaea racemosa
16151,BLACK COHORSH,Actaea racemosa
16152,B LACK COHOSH,Actaea racemosa
16153,BLACK CO HOSH,Actaea racemosa
16154,BLACK KOHASH,Actaea racemosa
16155,BLACK KOLOSH,Actaea racemosa
16156,BLACK COHAGE,Actaea racemosa
16157,BLACK COHOSH,Actaea racemosa
16158,BLACK KOASH,Actaea racemosa
16159,BLACK KOHACH,Actaea racemosa
16160,E BLACK COHASH,Actaea racemosa
16161,RA BLACK COHOSH,Actaea racemosa
16162,CAMOMILE,Matricaria chamomilla
16163,CHAMOMILEN,Matricaria chamomilla
16164,CHAMOMILLA,Matricaria chamomilla
16165,CHAMOMILLE,Matricaria chamomilla
16166,BLACK CHEER,Prunus serotina
16167,BLACK CHERRY,Prunus serotina
16168,BLACK CHERRY.,Prunus serotina
16169,BLACK SHERRRY,Prunus serotina
16170,BC CHERRY,Prunus serotina
16171,BLACKBERRY,Prunus serotina
16172,BLACK CHERRY LIQ,Prunus serotina
16173,CORDYCEPS,Ophiocordyceps sinensis
16174,CHORDYCEPS,Ophiocordyceps sinensis
16175,CORDICEPS,Ophiocordyceps sinensis
16176,CORDYCEPOS,Ophiocordyceps sinensis
16177,CORDYCEPT,Ophiocordyceps sinensis
16178,CORDYEPS,Ophiocordyceps sinensis
16179,LORAYCEPS,Ophiocordyceps sinensis
16180,LORDYCEPS,Ophiocordyceps sinensis
16181,ECCHINACEA,Echinacea purpurea
16182,ECCHINACHEA,Echinacea purpurea
16183,ECCHINACIA,Echinacea purpurea
16184,ECHENACEA,Echinacea purpurea
16185,ECHENACIA,Echinacea purpurea
16186,ECHINACA,Echinacea purpurea
16187,ECHINACAE,Echinacea purpurea
16188,ECHINACCA,Echinacea purpurea
16189,ECHINACEA+,Echinacea purpurea
16190,ECHINACHEA,Echinacea purpurea
16191,ECHINACIA,Echinacea purpurea
16192,ECHINACIN,Echinacea purpurea
16193,ECHINACOA,Echinacea purpurea
16194,ECHINAECEA,Echinacea purpurea
16195,ECHINAMED,Echinacea purpurea
16196,ECHINASIA,Echinacea purpurea
16197,ECHINCEA,Echinacea purpurea
16198,ECHINEACA,Echinacea purpurea
16199,ECHINECCA,Echinacea purpurea
16200,ECHINECEA,Echinacea purpurea
16201,ECHINECIA,Echinacea purpurea
16202,ECHINICEA,Echinacea purpurea
16203,ECHNICEA,Echinacea purpurea
16204,ECYNACEA,Echinacea purpurea
16205,ENCHINACEA,Echinacea purpurea
16206,ETHINCEA,Echinacea purpurea
16207,EXCHINACEA,Echinacea purpurea
16208,BLACK ELDERBERRY,Sambucus nigra
16209,ELDERBERRY,Sambucus nigra
