FAERS_drug_match,lookup_value,indi_pt
PROSTATE HEALTH (SERENOA REPENS),Serenoa repens,
PROSTESS (SERENOA REPENS),Serenoa repens,
SABA [SERENOA REPENS],Serenoa repens,Product used for unknown indication
SAW PALMETO (SERENOA REPENS),Serenoa repens,Benign prostatic hyperplasia
SAW  PALMETTO (SERENOA REPENS),Serenoa repens,
SAW PLAMETTO /00833501/ (SERENOA REPENS),Serenoa repens,
SAW PLAMETTO (SERENOA REPENS),Serenoa repens,
SERENOA REPENS DRY ETHANOL EXTRACT,Serenoa repens,Drug use for unknown indication
SERENOA REPENS EXTRACT,Serenoa repens,Product used for unknown indication
SERENOA REPENS EXTRACT,Serenoa repens,Benign prostatic hyperplasia
SERENOA REPENS EXTRACT,Serenoa repens,Prostatic disorder
SERENOA REPENS EXTRACT,Serenoa repens,Drug use for unknown indication
SERENOA REPENS FRUIT,Serenoa repens,Product used for unknown indication
SERENOA REPENS FRUIT ETHANOL EXTRACT,Serenoa repens,Product used for unknown indication
SERENOA REPENS FRUIT ETHANOL EXTRACT,Serenoa repens,Benign prostatic hyperplasia
SERENOA REPENS FRUIT EXTRACT,Serenoa repens,Product used for unknown indication
SERENOA REPENS (PERMIXON),Serenoa repens,
SERENOA REPENS (SERENOA REPENS),Serenoa repens,Ill-defined disorder
SERENOA REPENS(SERENOA REPENS),Serenoa repens,
SERENOA REPENS/SERENOA REPENS EXTRACT/SERENOA REPENS FRUIT/SERENOA REPENS FRUIT EXTRACT,Serenoa repens,Benign prostatic hyperplasia
SERENOA REPENS/SERENOA REPENS EXTRACT/SERENOA REPENS FRUIT/SERENOA REPENS FRUIT EXTRACT,Serenoa repens,Product used for unknown indication
"SPASMO-URGENIN [ECHINACEA ANGUSTIFOLIA,SERENOA REPENS EXTRACT,TROS",Serenoa repens,
STROGEN UNO (SERENOA REPENS EXTRACT),Serenoa repens,
TALSO UNO(SERENOA REPENS EXTRACT),Serenoa repens,
URGENIN (SERENOA REPENS EXTRACT) (DROPS) (SERENOA REPENS EXTRACT),Serenoa repens,
ESSIAC TEA (ARCTIUM/RHUBARB/RUMEX ACETOSELLA/SLIPPERY ELM),Ulmus rubra,
NOW SLIPPERY ELM POWDER,Ulmus rubra,
SLIPPERY ELM,Ulmus rubra,Cough
SLIPPERY ELM,Ulmus rubra,Product used for unknown indication
SLIPPERY ELM,Ulmus rubra,Faeces hard
SLIPPERY ELM,Ulmus rubra,Supplementation therapy
SLIPPERY ELM,Ulmus rubra,Constipation
SLIPPERY ELM,Ulmus rubra,Secretion discharge
SLIPPERY ELM,Ulmus rubra,Abnormal faeces
SLIPPERY ELM,Ulmus rubra,Abdominal discomfort
SLIPPERY ELM,Ulmus rubra,Nausea
SLIPPERY ELM,Ulmus rubra,Retching
SLIPPERY ELM,Ulmus rubra,Nutritional supplementation
SLIPPERY ELM,Ulmus rubra,Medical diet
SLIPPERY ELM,Ulmus rubra,Phytotherapy
SLIPPERY ELM,Ulmus rubra,Dyspepsia
SLIPPERY ELM,Ulmus rubra,Gastrooesophageal reflux disease
SLIPPERY ELM,Ulmus rubra,Alopecia
SLIPPERY ELM,Ulmus rubra,Crohn's disease
SLIPPERY ELM,Ulmus rubra,Oesophageal irritation
SLIPPERY ELM ROOT,Ulmus rubra,Product used for unknown indication
SLIPPERY ELM TEA,Ulmus rubra,
SLIPPERY ELM ULMS RUBRA,Ulmus rubra,
THROAT COAT. SLIPPERY ELM LOZENGES,Ulmus rubra,
ULMUS RUBRA,Ulmus rubra,Product used for unknown indication
ULMUS RUBRA WHOLE,Ulmus rubra,Product used for unknown indication
FREEZ-DRIED STINGING NETTLES,Urtica dioica,Hypersensitivity
GNC STINGING NETTLE,Urtica dioica,
STINGING NETTLE,Urtica dioica,Asthma
STINGING NETTLE,Urtica dioica,Spinal osteoarthritis
STINGING NETTLE,Urtica dioica,Thrombocytopenia
STINGING NETTLE,Urtica dioica,Ill-defined disorder
STINGING NETTLE,Urtica dioica,Drug use for unknown indication
STINGING NETTLE LEAF,Urtica dioica,
STINGING NETTLE ROOT,Urtica dioica,Supplementation therapy
STINGING NETTLES,Urtica dioica,Hypersensitivity
STINGING NETTLE TEA,Urtica dioica,
GOLD/HOMEOPATHICS/HYPERICUM PERFORATUM/POTASSIUM PHOSPHATE DIBASIC/SEL,Hypericum perforatum,Product used for unknown indication
HERBAL MIXTURE CONTAINING HYPERICUM PERFORATUM + PASSIFLORA INCARNATA,Hypericum perforatum,Arthralgia
"HOMEOPATHIC SCIATICA (ARNICA MONTANA, HYPERICUM PERFORATUM, GNAPHALIUM DIOTCUMN, KALI IDOATUM, MAGNESIA PHOSPHORICA, RHUS TOXICODENDRON) TABLET",Hypericum perforatum,
HYPERICUM (HYPERICUM PERFORATUM/01166801/),Hypericum perforatum,Mood altered
HYPERICUM PERFORATION (HYPERICUM PERFORATUM /01166801/),Hypericum perforatum,Depression
HYPERICUM PERFORATUM,Hypericum perforatum,Depression
HYPERICUM PERFORATUM,Hypericum perforatum,Product used for unknown indication
HYPERICUM PERFORATUM,Hypericum perforatum,Routine health maintenance
HYPERICUM PERFORATUM,Hypericum perforatum,Major depression
HYPERICUM PERFORATUM,Hypericum perforatum,Sleep disorder
HYPERICUM PERFORATUM,Hypericum perforatum,Affective disorder
HYPERICUM PERFORATUM,Hypericum perforatum,Neuralgia
HYPERICUM PERFORATUM,Hypericum perforatum,Postoperative care
HYPERICUM PERFORATUM,Hypericum perforatum,Drug withdrawal syndrome
HYPERICUM PERFORATUM,Hypericum perforatum,Anxiety
HYPERICUM PERFORATUM,Hypericum perforatum,Depressive symptom
HYPERICUM PERFORATUM,Hypericum perforatum,Analgesic therapy
HYPERICUM PERFORATUM,Hypericum perforatum,Arthralgia
HYPERICUM PERFORATUM,Hypericum perforatum,Ill-defined disorder
HYPERICUM PERFORATUM,Hypericum perforatum,Drug use for unknown indication
HYPERICUM PERFORATUM HERB,Hypericum perforatum,
HYPERICUM PERFORATUM (HYPERCIUM PERFORATUM),Hypericum perforatum,
HYPERICUM PERFORATUM              (HYPERICUM PERFORATUM),Hypericum perforatum,
HYPERICUM PERFORATUM            (HYPERICUM PERFORATUM),Hypericum perforatum,
HYPERICUM PERFORATUM (HYPERICUM PERFORATUM),Hypericum perforatum,Drug use for unknown indication
HYPERICUM PERFORATUM/HYPERICUM PERFORATUM DRY EXTRA/HYPERICUM PERFORATUM EXTRACT/HYPERICUM PERFORATU,Hypericum perforatum,
HYPERICUM PERFORATUM (NGX) (HYPERICUM PERFORATUM),Hypericum perforatum,Depression
HYPERICUM PERFORATUM (NGX) (HYPERICUM PERFORATUM) UNKNOWN,Hypericum perforatum,
HYPERICUM PERFORATUM / ST JOHN'S WORT (EPS 112),Hypericum perforatum,Antidepressant therapy
HYPERNICUM PERFORATUM (HYPERICUM PERFORATUM),Hypericum perforatum,
JARSIN [HYPERICUM PERFORATUM EXTRACT],Hypericum perforatum,Product used for unknown indication
JARSIN//HYPERICUM PERFORATUM EXTRACT,Hypericum perforatum,Depression
LAIF 900 (HYPERICUM PERFORATUM),Hypericum perforatum,
LAIF (HYPERICUM PERFORATUM),Hypericum perforatum,Depression
MOVINA (HYPERICUM PERFORATUM),Hypericum perforatum,
ST JOHN'S WART (HYPERICUM PERFORATUM),Hypericum perforatum,
ST JOHNS WART (HYPERICUM PERFORATUM),Hypericum perforatum,
ST. JOHN'S WART (HYPERICUM PERFORATUM),Hypericum perforatum,
ST. JOHNS WART (HYPERICUM PERFORATUM),Hypericum perforatum,
ST. JOHN'S WORK (HYPERICUM PERFORATUM),Hypericum perforatum,Drug use for unknown indication
ST. JOHN'S WORT ^HERRON^ (HYPERICUM PERFORATUM),Hypericum perforatum,
ST JOHN'S WORT () HYPERICUM PERFORATUM,Hypericum perforatum,
ST JOHN'S WORT (HYPERICUM PERFORATUM),Hypericum perforatum,Depression
ST JOHNS WORT (HYPERICUM PERFORATUM),Hypericum perforatum,
"ST. JOHN'S WORT (HYPERICUM PERFORATUM,)",Hypericum perforatum,
ST. JOHN'S WORT (HYPERICUM PERFORATUM),Hypericum perforatum,
ST. JOHNS WORT (HYPERICUM PERFORATUM),Hypericum perforatum,
"ST. JOHN'S WORT (HYPERICUM PERFORATUM) (333 MILLIGRAM, CAPSULES) (HYPE",Hypericum perforatum,
ST. JOHN'S WORT (HYPERICUM PERFORATUM) (UNKNOWN),Hypericum perforatum,
ST JOHN WORT (HYPERICUM PERFORATUM),Hypericum perforatum,
HIGH DOSE OF ST. JOHN'S WORT,Hypericum perforatum,
HYPERICUM (ST. JOHN'S WORT),Hypericum perforatum,
"PROSTAID PLUS (FLAX, SAW PALMETTO, ST. JOHN'S WORT, ELDER, CALENDULA",Hypericum perforatum,
ST. JOHN'S WORT,Hypericum perforatum,Product used for unknown indication
ST. JOHN'S WORT,Hypericum perforatum,Supplementation therapy
ST. JOHN'S WORT,Hypericum perforatum,Feeling of relaxation
ST. JOHN'S WORT,Hypericum perforatum,Depression
ST. JOHN'S WORT,Hypericum perforatum,Sleep disorder
ST. JOHN'S WORT,Hypericum perforatum,Insomnia
ST. JOHN'S WORT,Hypericum perforatum,Affective disorder
ST. JOHN'S WORT,Hypericum perforatum,Anxiety disorder
ST. JOHN'S WORT,Hypericum perforatum,Seasonal affective disorder
ST. JOHN'S WORT,Hypericum perforatum,Routine health maintenance
ST. JOHN'S WORT,Hypericum perforatum,Sciatica
ST. JOHN'S WORT,Hypericum perforatum,Burnout syndrome
ST. JOHN'S WORT,Hypericum perforatum,Cough
ST. JOHN'S WORT,Hypericum perforatum,Anxiety
ST. JOHN'S WORT,Hypericum perforatum,Drug withdrawal syndrome
ST. JOHN'S WORT,Hypericum perforatum,Withdrawal syndrome
ST. JOHN'S WORT,Hypericum perforatum,Depressive symptom
ST. JOHN'S WORT,Hypericum perforatum,Mental disorder
ST. JOHN'S WORT,Hypericum perforatum,Arthropathy
ST. JOHN'S WORT,Hypericum perforatum,Cardiac disorder
ST. JOHN'S WORT,Hypericum perforatum,Depressed mood
ST. JOHN'S WORT,Hypericum perforatum,Drug use for unknown indication
ST. JOHN'S WORT,Hypericum perforatum,Social phobia
ST. JOHN'S WORT,Hypericum perforatum,Vitamin supplementation
ST. JOHN'S WORT,Hypericum perforatum,Stress
ST. JOHN'S WORT,Hypericum perforatum,Mood altered
ST. JOHN'S WORT,Hypericum perforatum,Hormone therapy
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Medical diet
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Product used for unknown indication
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Anxiety disorder
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Phytotherapy
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Major depression
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Depression
ST. JOHN'S WORT                    /01166801/,Hypericum perforatum,Affective disorder
ST. JOHN'S WORT /01166801/,Hypericum perforatum,Product used for unknown indication
ST. JOHN'S WORT 300 MG,Hypericum perforatum,
ST. JOHN'S WORT 300 MG GARDEN STATE NUTRITIONALS,Hypericum perforatum,
ST. JOHN'S WORT (CENTRUM HERBALS ST JOHNS WORT),Hypericum perforatum,
ST. JOHN'S WORTH,Hypericum perforatum,
ST. JOHN'S WORT PELLETS,Hypericum perforatum,
ST. JOHN'S WORT  (ST. JOHN'S WORT),Hypericum perforatum,
ST. JOHN'S WORT (ST. JOHN^S WORT),Hypericum perforatum,
ST. JOHN'S WORT (ST. JOHN'S WORT),Hypericum perforatum,Migraine
ANGELICA AND BITTER CANDYTUFT AND CARAWAY AND CELANDINE AND CHAMOMILE,Chelidonium majus,
"BREATH FREE (ANGELICA, BUCKTHORN, CELANDINE, ROSEMARY, CENTUARY, SPEEDWELL, WILD PLUM)",Chelidonium majus,
CELANDINE,Chelidonium majus,Post cholecystectomy syndrome
CELANDINE EXTRACT,Chelidonium majus,
"ALOE FEROX EXTRACT, CHELIDONINE, CURCUMA LONGA RHIZOME, PANCREATIN, SI",Chelidonium majus,Product used for unknown indication
CHELIDONINE,Chelidonium majus,Dyspepsia
CHELIDONINE (CHELIDONINE),Chelidonium majus,Dyspepsia
ESSAVEN [AESCULUS HIPPOCASTANUM EXTRACT;CHELIDONINE;CRATAEGUS LAEVIGAT,Chelidonium majus,Product used for unknown indication
CHELIDONIUM MAJUS,Chelidonium majus,Therapeutic embolisation
CHELIDONIUM MAJUS,Chelidonium majus,Product used for unknown indication
CHELIDONIUM MAJUS 2X,Chelidonium majus,
CHELIDONIUM MAJUS/CHELIDONIUM MAJUS EXTRACT,Chelidonium majus,Product used for unknown indication
"CHELIDONIUM MAJUS\CONDURANGO\ECHINACEA, UNSPECIFIED\LYCOPODIUM CLAVATUM SPORE",Chelidonium majus,
"CHOLAGOGUM (CHOLAGOGUM - CHELIDONIUM MAJUS EXTRACT, CURCUMA LONGA RHIZOME, MENTHA X PIPERITA TINCTURE, SPINACIA ) (NOT SPECIFIED)",Chelidonium majus,Product used for unknown indication
ANGELICA SINENSIS,Angelica sinensis,Tinnitus
ANGELICA SINENSIS,Angelica sinensis,Vertigo
ANGELICA SINENSIS,Angelica sinensis,Menopausal symptoms
ANGELICA SINENSIS,Angelica sinensis,Product used for unknown indication
ANGELICA SINENSIS,Angelica sinensis,Liver disorder
"CHINESE LOVAGE AND CHINESE PEONY AND DONG QUAI AND REHMANNIA, COOKED",Angelica sinensis,
DONG QUAI,Angelica sinensis,Product used for unknown indication
DONG QUAI,Angelica sinensis,Vitamin supplementation
DONG QUAI,Angelica sinensis,Ill-defined disorder
DONG QUAI,Angelica sinensis,Drug use for unknown indication
DONG QUAI                          /01667701/,Angelica sinensis,Product used for unknown indication
DONG QUAI COMPLEX,Angelica sinensis,Product used for unknown indication
DONG QUAI COMPLEX,Angelica sinensis,Oestrogen replacement therapy
DONG QUAI COMPLEX,Angelica sinensis,Medical diet
"DONG QUAI COMPLEX (ANGELICA ACUTILOBA, ANGELICA ARCHANGELICA ROOT, ANG",Angelica sinensis,
DONG QUAI ROOT,Angelica sinensis,Product used for unknown indication
"ADRENAL HEALTH (BRAND) = (SIBERIAN RHODIOLA, RHODIOLA, HOLY BASIL, SCHISANDRA BERRY, ASHWAGANDHA ROOT) PHOSPHORYLATED SERINE",Ocimum tenuiflorum,
HOLY BASIL,Ocimum tenuiflorum,Nutritional supplementation
HOLY BASIL,Ocimum tenuiflorum,Product used for unknown indication
HOLY BASIL,Ocimum tenuiflorum,Anxiety
HOLY BASIL,Ocimum tenuiflorum,Depression
HOLY BASIL,Ocimum tenuiflorum,Supplementation therapy
HOLY BASIL,Ocimum tenuiflorum,Inflammation
HOLY BASIL,Ocimum tenuiflorum,Psoriasis
HOLY BASIL (HERBAL),Ocimum tenuiflorum,
HOLY BASIL HERBAL TEAS,Ocimum tenuiflorum,
HOLY BASIL SAM-E,Ocimum tenuiflorum,
HOLY BASIL SUPPLEMENTS,Ocimum tenuiflorum,
HOLY BASIL/TULSI,Ocimum tenuiflorum,
LEMON BALM + HOLY BASIL,Ocimum tenuiflorum,
TULSI,Ocimum tenuiflorum,
TULSI                              /06600001/,Ocimum tenuiflorum,Product used for unknown indication
BALLOTA NIGRA EXTRACT/COLA NITIDA/COLA NITIDA LEAF/CRATAEGUS LAEVIGATA EXTRACT/PASSIFLORA INCARNATA,Crataegus laevigata,
CONVALLARIA MAJALIS\CRATAEGUS LAEVIGATA LEAF\PROXYPHYLLINE,Crataegus laevigata,
CONVALLARIA MAJALIS/CRATAEGUS LAEVIGATA/PROXYPHYLLINE,Crataegus laevigata,Product used for unknown indication
CONVALLARIA MAJALIS/CRATAEGUS LAEVIGATA/PROXYPHYLLINE,Crataegus laevigata,Drug use for unknown indication
CONVALLARIA MAJALIS W/CRATAEGUS LAEVIGATA/PRO,Crataegus laevigata,Product used for unknown indication
CRATAEGUS LAEVIGATA,Crataegus laevigata,Product used for unknown indication
CRATAEGUS LAEVIGATA,Crataegus laevigata,Cardiac disorder
CRATAEGUS LAEVIGATA,Crataegus laevigata,Cardiac failure
CRATAEGUS LAEVIGATA (CRATAEGUS LAEVIGATA),Crataegus laevigata,
CRATAEGUS LAEVIGATA/PROXYPHYLLINE/CONVALLARIA MAJALIS,Crataegus laevigata,Product used for unknown indication
CRATAEGUTT (CRATAEGUS LAEVITGATA) (CRATAEGUS LAEVIGATA),Crataegus laevigata,
CRATAEGUTT NOVO 450 (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata,
CRATAEUGUTT (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata,
EUPHYTOSE [BALLOTA NIGRA;CRATAEGUS LAEVIGATA;,Crataegus laevigata,Product used for unknown indication
"EUPHYTOSE (TABLET) (VALERIANA OFFICINALIS EXTRACT, CRATAEGUS LAEVIGATA",Crataegus laevigata,
FAROS (CRATAEGUS LAEVIGATA EXTRACT),Crataegus laevigata,
FAROS [CRATAEGUS LAEVIGATA EXTRACT],Crataegus laevigata,
"HAWTHORN BERRY (CRATAEGUS LAEVIGATA, CRATAEGUS OXYACANTHA)",Crataegus laevigata,
HAWTHORN [CRATAEGUS LAEVIGATA],Crataegus laevigata,Product used for unknown indication
"KANEURON (PHENIBARBITAL, CAFFEINE, CRATAEGUS LAEVIGATA EXTRACT, PASSIF",Crataegus laevigata,Product used for unknown indication
KORODIN [CAMPHOR;CONVALLARIA MAJALIS TINCTURE;CRATAEGUS LAEVIGATA EXTR,Crataegus laevigata,Circulatory collapse
KORODIN [CAMPHOR;CONVALLARIA MAJALIS TINCTURE;CRATAEGUS LAEVIGATA EXTR,Crataegus laevigata,Dizziness
"OMEGA /AUT/(PROXYPHYLLINE, CRATAEGUS LAEVIGATA, CONVALLARIA MAJALIS)",Crataegus laevigata,
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXPHYLLINE)",Crataegus laevigata,Supplementation therapy
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHEYLLINE)",Crataegus laevigata,
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLINE)",Crataegus laevigata,
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata,Supplementation therapy
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata,Product used for unknown indication
"OMEGA (CONVALLARIA MAJALIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata,Hypertriglyceridaemia
"OMEGA [CONVALLARIA MAJALIS,CRATAEGUS LAEVIGATA,PROXYPHYLLINE]",Crataegus laevigata,
OMEGA [CONVALLARIA MAJALIS;CRATAEGUS LAEVIGATA;PROXYPHYLLINE],Crataegus laevigata,Product used for unknown indication
"OMEGA (CONVALLARIA MAJLIS, CRATAEGUS LAEVIGATA, PROXYPHYLLINE)",Crataegus laevigata,
"PRO-OMEGA (PROXYPHYLLINE, CRATAEGUS LAEVIGATA, CONVALLARIA MAJALIS)",Crataegus laevigata,
"VAGOSTABYL (CALCIUM LACTATE, CRATAEGUS LAEVIGATA, MELISSA OFFICINALIS",Crataegus laevigata,
VALERIANA OFFICINALIS EXTRACT AND CRATAEGUS LAEVIGATA EXTRACT AND BALL,Crataegus laevigata,Anxiety
DEVIL'S CLAW,Harpagophytum procumbens,Arthralgia
DEVIL'S CLAW,Harpagophytum procumbens,Product used for unknown indication
DEVIL'S CLAW,Harpagophytum procumbens,Antiinflammatory therapy
DEVIL'S CLAW,Harpagophytum procumbens,Arthropathy
DEVIL'S CLAW,Harpagophytum procumbens,Myalgia
DEVIL'S CLAW,Harpagophytum procumbens,Pain
DEVIL'S CLAW,Harpagophytum procumbens,Arthritis
DEVIL'S CLAW,Harpagophytum procumbens,Spinal osteoarthritis
DEVIL'S CLAW,Harpagophytum procumbens,Osteoarthritis
DEVIL'S CLAW,Harpagophytum procumbens,Drug use for unknown indication
DEVIL'S CLAW                       /01064501/,Harpagophytum procumbens,
DEVIL'S CLAW CAP,Harpagophytum procumbens,
DEVIL'S CLAW (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens,
DEVIL'S CLAW [HARPAGOPHYTUM PROCUMBENS],Harpagophytum procumbens,
DEVIL'S CLAW [HARPAGOPHYTUM PROCUMBENS ROOT],Harpagophytum procumbens,Product used for unknown indication
DEVIL'S CLAW ROOT,Harpagophytum procumbens,
HARPAGOPHYUM PROCUMBENS (DEVIL'S CLAW),Harpagophytum procumbens,
COPPER/GLYCINE MAX/HARPAGOPHYTUM PROCUMBENS/LYSINE/MANGANESE/PANTOTHEN,Harpagophytum procumbens,
DEVILS CLAW (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens,Arthralgia
GREEN-LIPPED MUSSEL (HARPAGOPHYTUM PROCUMBENS W/HERBAL EXTRACT NOS),Harpagophytum procumbens,
HARPAGESIC (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens,
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Pain
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Arthritis
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Prophylaxis
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Product used for unknown indication
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Osteoarthritis
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Headache
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Rheumatic disorder
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Arthralgia
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Arthropathy
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Drug use for unknown indication
HARPAGOPHYTUM PROCUMBENS,Harpagophytum procumbens,Analgesic therapy
HARPAGOPHYTUM PROCUMBENS EXTRACT,Harpagophytum procumbens,Arthritis
HARPAGOPHYTUM PROCUMBENS (HARPAGOPHTUIM PROCUMBENS),Harpagophytum procumbens,
HARPAGOPHYTUM PROCUMBENS  (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens,
HARPAGOPHYTUM PROCUMBENS (NGX),Harpagophytum procumbens,Product used for unknown indication
HARPAGOPHYTUM PROCUMBENS ROOT,Harpagophytum procumbens,Product used for unknown indication
HARPAGOPHYTUM PROCUMBENS ROOT,Harpagophytum procumbens,Polyarthritis
HARPAGOPHYTUM PRTOCUMBENS (HARPAGOPHYTUM PROCUMBENS),Harpagophytum procumbens,
ASHWAGANDA,Withania somnifera,Stress
ASHWAGANDA,Withania somnifera,Product used for unknown indication
INDIAN GINSENG,Withania somnifera,Prophylaxis
ASHAAGHANDA,Withania somnifera,
ASHAWAGANDA,Withania somnifera,
ASHUAGANDA,Withania somnifera,Phytotherapy
ASHWAGAN,Withania somnifera,
ASH WAGANDA,Withania somnifera,
ASHWAGHANDA,Withania somnifera,
ASHWAGNANDHA,Withania somnifera,
ASHWANDA,Withania somnifera,
ASJWAGAMDA,Withania somnifera,
ASWAGANDA,Withania somnifera,
ASHWAGANDA HERB,Withania somnifera,
ASHWAGANDA ROOT,Withania somnifera,
ASHWAGANDHA ROOT,Withania somnifera,
ASHGWANDA,Withania somnifera,
ASHWANAGHANDA,Withania somnifera,
ASHWANGDHA,Withania somnifera,
AUHWANGA,Withania somnifera,Phytotherapy
ASHGAWANDA ROOT,Withania somnifera,
ASHWAGHANDO ROOT,Withania somnifera,
BUTCHER'SBROOM,Ruscus aculeatus,
BUTCHERS BROOM,Ruscus aculeatus,Product used for unknown indication
BUTCHERS BROOM,Ruscus aculeatus,Postural orthostatic tachycardia syndrome
CAF'S CLAW,Uncaria tomentosa,
CATSCLAW,Uncaria tomentosa,Drug use for unknown indication
CATSCLAW,Uncaria tomentosa,Decreased immune responsiveness
CATS CLAW,Uncaria tomentosa,Routine health maintenance
CATS CLAW,Uncaria tomentosa,Product used for unknown indication
CATS CLAW,Uncaria tomentosa,Prophylaxis
CAT CLAW,Uncaria tomentosa,
CAT CLAW HERB,Uncaria tomentosa,
CATS CLAW BARK,Uncaria tomentosa,
UNA DE GATO HERB,Uncaria tomentosa,Immune system disorder
CASSIA,Cinnamomum verum,Product used for unknown indication
CASSIA,Cinnamomum verum,Constipation
CASSIA,Cinnamomum verum,Functional gastrointestinal disorder
CASSIA,Cinnamomum verum,Weight decreased
CASSIA,Cinnamomum verum,Gastrointestinal disorder
CASSIA,Cinnamomum verum,Ill-defined disorder
CASSIA (CINNAMON),Cinnamomum verum,
CINAMMOMUM VERUM,Cinnamomum verum,
CIMMAMON,Cinnamomum verum,Supplementation therapy
CIMNAMON,Cinnamomum verum,
CINAIMON,Cinnamomum verum,Dyspepsia
CINAIMON,Cinnamomum verum,Type 2 diabetes mellitus
CINAMIN,Cinnamomum verum,Diabetes mellitus
CINAMMN,Cinnamomum verum,
CINAMMON,Cinnamomum verum,General physical condition abnormal
CINAMMON,Cinnamomum verum,Diabetes mellitus
CINAMMON,Cinnamomum verum,Supplementation therapy
CINAMMON,Cinnamomum verum,Product used for unknown indication
CINAMMON,Cinnamomum verum,Blood glucose
CINAMMON,Cinnamomum verum,Drug use for unknown indication
CINAMMON,Cinnamomum verum,Blood cholesterol
CINAMON,Cinnamomum verum,Blood glucose abnormal
CINAMON,Cinnamomum verum,Blood pressure abnormal
CINAMON,Cinnamomum verum,Circulatory collapse
CINMMON,Cinnamomum verum,
CINNAMIN,Cinnamomum verum,Supplementation therapy
CINNAMIN,Cinnamomum verum,Medical diet
CINNAMIN,Cinnamomum verum,Drug use for unknown indication
CINNAMIN,Cinnamomum verum,Diabetes mellitus
CINNAMIN,Cinnamomum verum,Product used for unknown indication
CINNAMINT,Cinnamomum verum,
CINNAMMON,Cinnamomum verum,
CINNAMO,Cinnamomum verum,
CINNAMOM,Cinnamomum verum,
CINNAOMIN,Cinnamomum verum,
CINNEMIN,Cinnamomum verum,Product used for unknown indication
CINNEMON,Cinnamomum verum,
CINNIMAN,Cinnamomum verum,
CINNIMON,Cinnamomum verum,
CINNIMOV,Cinnamomum verum,
CINNMON,Cinnamomum verum,
CINNNAMON,Cinnamomum verum,
CINNOMON,Cinnamomum verum,
CNNAMON,Cinnamomum verum,
CONNAMON,Cinnamomum verum,
CINNAMOMUM CAMPHORA,Cinnamomum verum,
CINNAMOMUM SPP.,Cinnamomum verum,Product used for unknown indication
CINNAMOMUM SPP.,Cinnamomum verum,Diabetes mellitus
TRIGONELLA FOENUM-GRAECUM,Trigonelfa foenum,Product used for unknown indication
TRIGONELLA FOENUM-GRAECUM,Trigonelfa foenum,Anxiety
TRIGONELLA FOENUM-GRAECUM,Trigonelfa foenum,Depression
TRIGONELLA FOENUM-GRAECUM,Trigonelfa foenum,Supplementation therapy
FENEGREEK,Trigonelfa foenum,
FENOGREAK,Trigonelfa foenum,
FENUGREC,Trigonelfa foenum,
FENUGRENE,Trigonelfa foenum,
SENUGREEK,Trigonelfa foenum,
TRIGONELLA FOENUM-GRACEUM,Trigonelfa foenum,Product used for unknown indication
TRIGONELLA FOENUM?GRAECUM,Trigonelfa foenum,Product used for unknown indication
CHRYSANTHEMUM PARTHENIUM,Tanacetum parthenium,Haematuria
CHRYSANTHEMUM PARTHENIUM,Tanacetum parthenium,Product used for unknown indication
FEVER FEW,Tanacetum parthenium,
FALX SEED,Linum usitatissimum,
FAXSEED,Linum usitatissimum,Drug use for unknown indication
FAX SEED,Linum usitatissimum,Product used for unknown indication
FLAK SEED,Linum usitatissimum,
FLATSEED,Linum usitatissimum,
FLEX SEED,Linum usitatissimum,
FLAXCED,Linum usitatissimum,Product used for unknown indication
