FAERS_drug_match,lookup_value,indi_pt
"PL GRAN (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE D",Paullinia cupana,Infection
"PL GRAN. (CAFFEINE, SALICYLAMIDE, PARACETAMOL PROMETHAZINE METHYLENE D",Paullinia cupana,
"PL GRAN (CAFFEINE SALICYLAMIDE, PARACETAMOL; PROMETHAZINE METHYLENE DI",Paullinia cupana,
"PL GRAN(CAFFEINE, SALICYLAMIDE, PARCETAMOL, PROMETHAZINE HYDROCHLORIDE",Paullinia cupana,Upper respiratory tract infection
"PL GRAN (CAFFEINE, SALKICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE",Paullinia cupana,
"PL GRANULES (ACETAMINOPHEN, CAFFEINE, PROMETHAZINE METHYLENE DISALICYL",Paullinia cupana,
PL GRANULE(SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE),Paullinia cupana,
PLIVADON (CAFFEINE/PHENACETIN/PROPYPHENAZONE),Paullinia cupana,Migraine
PLIVADON (CAFFEINE/PHENACETIN/PROPYPHENAZONE),Paullinia cupana,Headache
PLIVADON (CAFFEINE\PHENACETIN\PROPYPHENAZONE),Paullinia cupana,
"PL (PA) (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)",Paullinia cupana,
"PL (SALICYLAMIDE, ACETAMINOPHEN, AMHYDROUS CAFFEINE, PROMETHAZINE METH",Paullinia cupana,
PL (SALICYLAMIDE; ACETAMINOPHEN; ANHYDROUS CAFFEINE; PROMETHAZINE METH,Paullinia cupana,Nasopharyngitis
PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLE,Paullinia cupana,Upper respiratory tract inflammation
PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLE,Paullinia cupana,Pharyngitis
PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE),Paullinia cupana,
"PL (SALICYLAMIDE/ACETAMINOPHEN,ANHYDROUS/CAFFEINE/PROMETHEZINE METHYLE",Paullinia cupana,
PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLEN),Paullinia cupana,
PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLENEDISALICY,Paullinia cupana,Upper respiratory tract inflammation
PL (SALICYLAMIDE/APAP/CAFFEINE/PROMETHAZINE),Paullinia cupana,
PL (SALICYLAMIDE/CAFFEINE/PROMETHAZINE),Paullinia cupana,
POWDER OF OPIUM/CAFFEINE/PARACETAMOL,Paullinia cupana,Pain
"PROLAMINE (CAFFEINE, PHENYLPROPANOLAMINE HYDROCHLORIDE)",Paullinia cupana,
PRONTALGINE (ACETAMINOPHEN (+) AMOBARBITAL (+) CAFFEINE (+) CODEINE PH,Paullinia cupana,Neck pain
PRONTALGINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE),Paullinia cupana,
PRONTALGINE (AMOBARBITAL\CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL),Paullinia cupana,
PRONTALGINE [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Migraine
PRONTALGINE [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Neck pain
PRONTALGINE [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Toothache
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Pain
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Ill-defined disorder
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Poisoning deliberate
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Drug use disorder
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana,Headache
"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) CAPLET",Paullinia cupana,Bone pain
"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) UNKNOW",Paullinia cupana,
PROPFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPRO,Paullinia cupana,
"PROPOFAN /00765201/(CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALE",Paullinia cupana,
"PROPOFAN /01607901/ CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL)",Paullinia cupana,
"PROPOFAN /01607901/ (CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL) TABLET",Paullinia cupana,
PROPOFAN (ACETAMINOPHEN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE),Paullinia cupana,
"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)",Paullinia cupana,
PROPOFAN (ASPIRIN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE),Paullinia cupana,
"PROPOFAN (CAFFEINE , CARBASALATE CALCIUM",Paullinia cupana,
"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALEATE, DEXTR",Paullinia cupana,Ill-defined disorder
"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALEATE, DEXTR",Paullinia cupana,Paronychia
PROPOFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPR,Paullinia cupana,Suicide attempt
"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENIRAMINE MALEATE, DEX",Paullinia cupana,
PROPOFAN (CAFFEINE/CARBASALATE CALCUM/CHLORPHENAMINE MALEATE/DEXTROPRO,Paullinia cupana,Headache
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPOPXYPHENE),Paullinia cupana,
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE),Paullinia cupana,Abdominal pain
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE)- TABLET - 457 MG,Paullinia cupana,
PROPOXY-N/APAP/ CAFFEINE,Paullinia cupana,Pain
PROPOXYPHE HYDROCHLORIDE ASPIRIN PHENACETIN AND CAFFEINE CAP,Paullinia cupana,Pain
PROPOXYPHENE/ASA/CAFFEINE,Paullinia cupana,
PROPOXYPHENE COMPOUND (ACETYLSALICYLIC ACID/CAFFEINE/DEXTROPROPOXYPHEN,Paullinia cupana,
PROPOXYPHENE HCL+APAP+CAFFEINE,Paullinia cupana,
PROPOXYPHENE HCL+ASA+CAFFEINE,Paullinia cupana,
PROPYPHENAZONE/DIHYDROERGOTAMINE/CAFFEINE,Paullinia cupana,
PURE LEAF ICED TEA CAFFEINE FREE,Paullinia cupana,
"PYNSTOP (CODEINE PHOSPHATE, CAFFEINE, PARACTAMOL, DOXYLAMINE SUCCINATE)",Paullinia cupana,
RASPBERRY KETONES/CAFFEINE AND RESVERATROL,Paullinia cupana,
RED BULL ENERGY DRINK (CAFFEINE AND CATHECHOLAMINES),Paullinia cupana,
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Paullinia cupana,Drug use for unknown indication
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Paullinia cupana,Ill-defined disorder
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Paullinia cupana,Bronchitis
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE,Paullinia cupana,
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE,Paullinia cupana,Product used for unknown indication
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE,Paullinia cupana,Upper respiratory tract inflammation
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Paullinia cupana,Drug use for unknown indication
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Paullinia cupana,Nasopharyngitis
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Paullinia cupana,Prophylaxis
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDI,Paullinia cupana,Pyrexia
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE/METHYLENEDI,Paullinia cupana,
"SALICYLAMIDE, ACETAMINOPHEN, CAFFEINE, PROMETHAZINE, METHYLENEDISALIC",Paullinia cupana,Drug use for unknown indication
SALICYLARNIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE,Paullinia cupana,
SARIDON [ACETAMINOPHEN\CAFFEINE],Paullinia cupana,
"SARIDON [CAFFEINE,PARACETAMOL]",Paullinia cupana,Pyrexia
SARIDON [CAFFEINE;PARACETAMOL;PROPYPHENAZONE],Paullinia cupana,Diverticulum intestinal
"SARIDONE (CAFFEINE, PHENACETIN, PROPYHENAZONE)",Paullinia cupana,
"SEDES (AMINOPHENAZONE, CAFFEINE, PHENACETIN, CYCLOBARBITAL AMINOPHENAZONE)",Paullinia cupana,Product used for unknown indication
SEDILAX (CAFFEINE + CARISOPRODOL + PARACETAMOL + DICLOFENAC SODIUM),Paullinia cupana,
"SEDILAX (CAFFEINE, CARISOPRODOL, SODIUM DICLOFENAC, PARACETAMOL)",Paullinia cupana,
"SEVEDOL (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Paullinia cupana,
SG (ACETAMINOPHEN\APRONALIDE\CAFFEINE\PROPYPHENAZONE),Paullinia cupana,
SHIN LULU A GOLD (BELLADONNA/BENFOTIAMINE/CAFFEINE/CLEMASTINE FUMARATE,Paullinia cupana,
SHIN LULU A GOLD DX (ACETAMINOPHEN\BELLADONNA\BENFOTIAMINE\BROMHEXINE\CAFFEINE\CLEMASTINE\DIHYDROCODEINE\METHYLEPHEDRINE\NOSCAPINE\TRANEXAMIC ACID),Paullinia cupana,
SIMETRIDE/ANDYROUS CAFFEINE,Paullinia cupana,Osteoarthritis
SIMETRIDE ANHYDROUS CAFFEINE,Paullinia cupana,Headache
SOLPADEINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE),Paullinia cupana,
"SOLPADEINE (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
SOLPADEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana,
SOLPADEINE [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
"SOLPADEINE (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Paullinia cupana,
SOMA (ACETAMINOPHEN + ANHYDROUS CAFFEINE + CHLORZOXAZONE + THIAMINE DI,Paullinia cupana,
SOMA (ACETAMINOPHEN (+) CAFFEINE (+) CHLORZOXAZONE (+) THIAMINE DISULF,Paullinia cupana,
SOMA (*AMPICILLIN/*AMPICILLIN SODIUM/*CAFFEINE/*CARISOPRODOL/*CHLORZOX,Paullinia cupana,
"SOMA COMPOUND (CAFFEINE, CARISOPRODOL, PHENACETIN)",Paullinia cupana,
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL, PHENACETIN)",Paullinia cupana,
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL,PHENACETIN)",Paullinia cupana,
"SOMEDON [CAFFEINE,PARACETAMOL]",Paullinia cupana,Headache
"SP (CAFFEINE, PARACETAMOL, PHENYLEPHRINE HYDROCHLORIDE)",Paullinia cupana,
STILPANE (ACETAMINOPHEN/CAFFEINE/CODEINE/PHOSPHATE/MEPROBAMATE),Paullinia cupana,Product used for unknown indication
STILPANE (CAFFEINE\CODEINE PHOSPHATE\MEPROBAMATE\PARACETAMOL),Paullinia cupana,
STILPANE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana,Rheumatoid arthritis
STILPANE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana,Pain
SUGAR+TAURINE+CAFFEINE,Paullinia cupana,Drug use for unknown indication
SYNALEVE (ACETAMINOPHEN (+) CAFFEINE (+) CODEINE PHOSPHATE (+) MEPROBA,Paullinia cupana,
SYNALEVE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
SYNALEVE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana,Pain
"SYNAP FORTE (ACETAMINOPHEN, CAFFEINE, DIPHENHYDRAMINE HYDROCHLORIDE, P",Paullinia cupana,
"SYNAP FORTE (CAFFEINE, DEXTROPROPOXYPHENE NAPSILATE, DIPHENHYDRAMINE H",Paullinia cupana,Pain
SYNDOL (ACETAMINOPHEN\CAFFEINE\CODEINE\DOXYLAMINE),Paullinia cupana,
"TANDRILAX (CAFFEINE, CARISOPRODOL, DICLOFENAC SODIUM, PARACETAMOL)",Paullinia cupana,
"THERAFLU (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL, PIPERYLONE MALEATE",Paullinia cupana,
THERAFLU (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL/PIPERYLONE MALEATE),Paullinia cupana,
THOMAPYRIN (ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL),Paullinia cupana,Product used for unknown indication
THOMAPYRIN (ACETYLSALICYLIC ACID/CAFFEINE/PARACETAMOL),Paullinia cupana,
THOMAPYRIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
THOMAPYRIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL],Paullinia cupana,Analgesic therapy
"THOMAPYRIN (ACETYLSALICYLIC ACID, CAFFEINE, PHENACETIN)",Paullinia cupana,Pain
THOMAPYRIN (ASPIRIN\CAFFEINE\PHENACETIN),Paullinia cupana,
"THOMAPYRIN N              (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL",Paullinia cupana,Suicide attempt
"THOMAPYRIN N (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Paullinia cupana,
"TIGHT (ANHYD CAFFEINE,GRN TEA EXT,FORSLEAN,SYNEPHRINE,SCAREOLIDE,YOHIM",Paullinia cupana,
"TONOPAN (NCH) (DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CI",Paullinia cupana,
"TONOPAN (NCH)(DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CIT",Paullinia cupana,Headache
TORSILAX (SODIUM DICLOFENAC + CARISOPRODOL + PARACETAMOL + CAFFEINE),Paullinia cupana,
"TOWATHIEM (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Paullinia cupana,
"TOWATHIEM (SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZI",Paullinia cupana,
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Paullinia cupana,Upper respiratory tract inflammation
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE0",Paullinia cupana,
TRAVELMIN (CAFFEINE/DIPHENHYDRAMINE HYDROCHLORIDE/HYOSCINE HYDROBROMID,Paullinia cupana,
TREO (ACETYLSALICYLIC ACID + CAFFEINE),Paullinia cupana,Product used for unknown indication
"TREO (ACETYLSALICYLIC ACID, CAFFEINE) TABLET, EFFERVESCENT",Paullinia cupana,
TREO [ASPIRIN/CAFFEINE],Paullinia cupana,
TREO COMP [ACETYLSALICYLIC ACID;APROBARBITAL;CAFFEINE;CODEINE PHOSPHAT,Paullinia cupana,Pain
TREO COMP [ACETYLSALICYLIC ACID;APROBARBITAL;CAFFEINE;CODEINE PHOSPHAT,Paullinia cupana,Product used for unknown indication
TREO COMP [ACETYLSALICYLIC ACID;CAFFEINE;CODE,Paullinia cupana,Product used for unknown indication
"TREO COMP (ACETYLSALICYLIC ACID, CAFFEINE, CODEINE)",Paullinia cupana,Drug use for unknown indication
TREO COMP (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Paullinia cupana,
TREO COMP BRUSTABLETTER (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Paullinia cupana,
"TRIANAL C (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, ASPIRIN)",Paullinia cupana,
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)",Paullinia cupana,Product used for unknown indication
TRIATEC [CAFFEINE CITRATE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
"TRIATEC (CODEINE PHOSPHATE, CAFFEINE CITRATE, PARACETAMOL)",Paullinia cupana,
"TRILAX  (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Paullinia cupana,
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Paullinia cupana,Back pain
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) TABLET",Paullinia cupana,Arthralgia
"TRILAX (NGX)(CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) UNKNOWN",Paullinia cupana,Sciatica
"TYLENOL #1 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana,
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana,
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL) UNK,Paullinia cupana,
"TYLENOL #3 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana,
"TYLENOL #3 (CANADA) (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Paullinia cupana,
"TYLENOL #3 (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Paullinia cupana,
"TYLENOL (ACETOMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana,
"TYLENOL  NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL NO.2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL NO. 2 (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Paullinia cupana,
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL WITH CODEIN (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana,
"TYLENOL WITH CODEIN [CAFFEINE,CODEINE PHOSPHATE,PARACETAMOL]",Paullinia cupana,
TYLENOL WITH CODEIN [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Product used for unknown indication
TYLENOL WITH CODEIN [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana,Muscle spasms
TYLENOL WITH CODEINE #3 [CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL],Paullinia cupana,
TYLENOL WITH CODEINE AND CAFFEINE,Paullinia cupana,
TYLENOL WITH CODEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana,
"TYLENOL WITH CODEINE, UNKNOWN (CAFFEINE + CODEINE PHOSPHATE + PARACETAMOL)",Paullinia cupana,
"UNSPECIFIED ASTHMA MEDICATON (PHENOBARBITAL, EPHEDRINE HYDROCHLORIDE, CAFFEINE, AMINOPHYLLINE, POTASSIUM IODIDE)",Paullinia cupana,
UNSPECIFIED CAFFEINE CONTAINING STIMULANT,Paullinia cupana,
UNSPECIFIED CAFFEINE PILLS,Paullinia cupana,
"VANQUISH [ACETYLSALICYLIC ACID,CAFFEINE,PARACETAMOL]",Paullinia cupana,
"VINCENTS TABLETS (ACETYLSALICYLIC ACID, CAFFEINE, SALICYLAMIDE)",Paullinia cupana,Sinus headache
WALGREENS ACETAMINOPHEN 250 MG/ASPIRIN 250 MG CAFFEINE 65 MG FILM COATED WHITE CAPLETS,Paullinia cupana,Headache
WATER [AMMONIUM CHLORIDE;CAFFEINE],Paullinia cupana,Product used for unknown indication
WATER PILL (CVS CAFFEINE FREE),Paullinia cupana,
WIGRAINE (CAFFEINE (+) ERGOTAMINE TARTRATE),Paullinia cupana,Headache
WRAFTON LABS MAXIMUM STRENGTH COLD AND FLU (ACETAMINOPHEN\CAFFEINE\PHENYLEPHRINE HYDROCHLORIDE),Paullinia cupana,
ZERIA [ATROPA BELLADONNA\CAFFEINE\CHLORPHENIRAMINE\PHENYLPROPANOLAMINE],Paullinia cupana,
DIBUCAINE HYDROCHLORIDE/ESCULIN/FRAMYCETIN SULFATE/HYDROCORTISONE ACET,Aesculus hippocastanum,Product used for unknown indication
DIBUCAINE HYDROCHLORIDE/ESCULIN/HYDROCORTISONE ACETATE/NEOMYCIN SULFAT,Aesculus hippocastanum,Haemorrhoids
PROCTOSEDYL (BENZOCAINE (+) BUTAMBEN (+) ESCULIN (+) FRAMYCETIN SULFAT,Aesculus hippocastanum,
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCAINE-ESCULIN),Aesculus hippocastanum,
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCALNE-ESCULIN),Aesculus hippocastanum,
EMERALD LEAF BALI KRATOM (HERBALS\MITRAGYNINE),Mitragyna speciosa,
KRATOM (MITRAGYNA) (MITRAGYNINE),Mitragyna speciosa,Product used for unknown indication
KRATOM (MITRAGYNINE),Mitragyna speciosa,Drug abuse
MITRAGYNA SPECIOSA (MITRAGYNINE),Mitragyna speciosa,Pain
MITRAGYNINE,Mitragyna speciosa,Back pain
MITRAGYNINE,Mitragyna speciosa,Drug abuse
MITRAGYNINE,Mitragyna speciosa,Product used for unknown indication
MITRAGYNINE,Mitragyna speciosa,Substance use
MITRAGYNINE,Mitragyna speciosa,Completed suicide
MITRAGYNINE,Mitragyna speciosa,Depression
MITRAGYNINE KRATOM,Mitragyna speciosa,Product used for unknown indication
MITRAGYNINE (KRATOM),Mitragyna speciosa,Anxiety
MITRAGYNINE (KRATOM),Mitragyna speciosa,Depression
MITRAGYNINE (NO PREF. NAMDE),Mitragyna speciosa,Accidental overdose
MITRAGYNINE (NO PREF. NAME),Mitragyna speciosa,Toxicity to various agents
MITRAPHYLLINE,Mitragyna speciosa,Product used for unknown indication
APRICOXIB / PLACEBO 400MG DAILY - TRAGARA PHARMACA,Lepidium meyenii,Non-small cell lung cancer
ASCORBIC ACID W/CALCIUM GLUBIONATE(MACALVIT),Lepidium meyenii,
ASHWAGANDHA (+) CATS CLAW (+) PAU D'ARCO (+) RHODIOLA (+) STEMMACANTHA,Lepidium meyenii,
ASTHMACARE,Lepidium meyenii,Asthma
"BACKAID MAX CAPLETS, ALVA-AMCO PHARMACAL COS., INC.",Lepidium meyenii,Drug effect decreased
"BACKAID MAX CAPLETS, ALVA-AMCO PHARMACAL COS., INC.",Lepidium meyenii,Pain management
BUPIVACAINE MPF SPINAL (MACAINE SPINAL WITH DEXTROSE),Lepidium meyenii,
CHROMACAPS,Lepidium meyenii,
"CIPROFLOXACIN OPHTHALMIC SOLUTIO 0.3% AS BASE , 5 ML, RX ONLY HI-TECH PHARMACAL",Lepidium meyenii,Ear infection
CITRACAL ULTRADENSE          MISSION PHARMACAL  SAN ANTONIO TX,Lepidium meyenii,Osteoporosis
CITROMACALVIT,Lepidium meyenii,Hypocalcaemia
CITROMACALVIT,Lepidium meyenii,Blood calcium abnormal
CITROMACALVIT,Lepidium meyenii,Mineral supplementation
CITROMACALVIT (NCH),Lepidium meyenii,Spinal fracture
CLIMACAR (NOS),Lepidium meyenii,
COTRIM. MFR: LEMMON PHARMACAL COMPANY,Lepidium meyenii,
C-PHEN DM DROPS 30 ML BOCA PHARMACAL INC,Lepidium meyenii,Cough
C-PHEN DM DROPS 30 ML BOCA PHARMACAL INC,Lepidium meyenii,Nasopharyngitis
C-PHEN DM DROPS BOCA PHARMACAL,Lepidium meyenii,Cough
CVS IBUPROFEN LIQUID GEL CAPS 200 MG BANNER PHARMACAPS/PL,Lepidium meyenii,Pain
CVS IBUPROFEN LIQUID GEL CAPS 200 MG BANNER PHARMACAPS/PL,Lepidium meyenii,Self-medication
DERMACAIN,Lepidium meyenii,Product used for unknown indication
DERMACARE,Lepidium meyenii,
"DERMACARE(280MG CAPSULE,THE HIMALAYA DRUG CO.)",Lepidium meyenii,Acne
DEXALONE 30 MG DEXAMETHOROPHAN XANODYNE PHARMACAL INC,Lepidium meyenii,Drug abuser
DEXALONE 30 MG DEXAMETHOROPHAN XANODYNE PHARMACAL INC,Lepidium meyenii,Intentional drug misuse
DOCU 150MG/15 ML HI TECH PHARMACAL,Lepidium meyenii,Constipation
DOXORUBICIN    2MG/ML       MAYNEPHARMACANADA,Lepidium meyenii,Neuroblastoma
FEMMENESSENCE MACA,Lepidium meyenii,
FORLAX (MACAROGOL),Lepidium meyenii,Constipation
GEMACALM,Lepidium meyenii,
HCB APAP TABLETS 10/30MG -SOVEREIGN/BOCA PHARMACAL,Lepidium meyenii,Pain management
HCL-TIMOLOL 6.8MG/ML HI-TECH PHARMACAL,Lepidium meyenii,Glaucoma
HUMACAIN,Lepidium meyenii,Product used for unknown indication
HUMACAIN (OXYBUPROCAINE),Lepidium meyenii,
HUMACAIN (OXYBUPROCAINE HYDROCHLORIDE),Lepidium meyenii,
HUMACARPIN,Lepidium meyenii,
HUMACART,Lepidium meyenii,Diabetes mellitus
HUMACART,Lepidium meyenii,Drug use for unknown indication
"HUMACART 30% REGULAR, 70% NPH",Lepidium meyenii,Diabetes mellitus non-insulin-dependent
"HUMACART 30% REGULAR, 70% NPH (HUMAN INSULIN (RDNA ORIGIN) 30% REGULAR",Lepidium meyenii,Diabetes mellitus
HUMACART 3/7,Lepidium meyenii,Diabetes mellitus insulin-dependent
HUMACART 3/7,Lepidium meyenii,Diabetes mellitus
HUMACART 3/7,Lepidium meyenii,Drug use for unknown indication
HUMACART 3/7,Lepidium meyenii,Type 1 diabetes mellitus
HUMACART 3/7 (INSULIN HUMAN),Lepidium meyenii,
HUMACART 37 (INSULIN HUMAN (GENETICAL RECOMBINATION),Lepidium meyenii,
HUMACART 3/7 (INSULIN HUMAN) (INSULIN HUMAN),Lepidium meyenii,
HUMACART-HUMAN NPH INSULIN (RDNA) (HUMAN INSULIN (R,Lepidium meyenii,Diabetes mellitus non-insulin-dependent
